Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2020-09-01,76.64723205566406,76.66454077716179,76.32696457513185,76.38755500616641,7201700
2020-09-02,76.8116455078125,76.83761187761742,76.62987431532001,76.63853197320766,5054900
2020-09-03,76.8203125,76.94149330971946,76.78568846810032,76.8722452459201,7543900
2020-09-04,76.3702392578125,76.72512414868704,76.3702392578125,76.70781542878191,6588300
2020-09-08,76.48275756835938,76.59528075021814,76.44813352689653,76.53469032862331,4440300
2020-09-09,76.43083953857422,76.56067146425652,76.37890016443936,76.51739635698306,6048200
2020-09-10,76.44815826416016,76.48278231682673,76.3183197176262,76.37025909855745,5331800
2020-09-11,76.52601623535156,76.56929132125799,76.4740768868617,76.5433249489424,5301400
2020-09-14,76.52601623535156,76.62988172461394,76.5173585766268,76.59525769357359,4256400
2020-09-15,76.56930541992188,76.59527179701864,76.51737266572833,76.56930541992188,3746900
2020-09-16,76.552001953125,76.69049150842542,76.46543855171934,76.6731827904605,4851800
2020-09-17,76.552001953125,76.69914916933806,76.53468663129973,76.69049150842542,2815400
2020-09-18,76.4654312133789,76.6212360755521,76.45678015715686,76.6212360755521,2938800
2020-09-21,76.50872802734375,76.60394249547753,76.50007036555131,76.59528483368508,4981500
2020-09-22,76.53466796875,76.57794965889883,76.47407756485688,76.51735925500572,4442200
2020-09-23,76.36161041259766,76.552039422722,76.36161041259766,76.5260730311348,4659600
2020-09-24,76.3702392578125,76.45679606506036,76.33561521414114,76.44813840317724,4225900
2020-09-25,76.36161041259766,76.43085852607261,76.33564402101044,76.43085852607261,5602600
2020-09-28,76.43083953857422,76.43949059771174,76.37024910530182,76.40486654957581,4215100
2020-09-29,76.48275756835938,76.55200565128507,76.4567911882274,76.50872394849134,7929700
2020-09-30,76.36161041259766,76.43085852607261,76.28370463397243,76.41354319577209,6113600
2020-10-01,76.4395980834961,76.46560868396337,76.27485546039411,76.29219365566998,4485900
2020-10-02,76.38761138916016,76.48298805228886,76.28356893128193,76.48298805228886,5557100
2020-10-05,76.1014404296875,76.28352786316651,76.1014404296875,76.28352786316651,6298400
2020-10-06,76.20550537109375,76.3355650157111,76.07544572647639,76.17949476519195,5705900
2020-10-07,76.1014404296875,76.21416185185136,76.05809163394572,76.1447958405362,3494600
2020-10-08,76.23150634765625,76.25751695027247,76.1708127365159,76.20549574504003,5661600
2020-10-09,76.24887084960938,76.24887084960938,76.09280057850171,76.1534942053153,4105000
2020-10-12,76.36161804199219,76.3876286623434,76.2662413572964,76.29225197764761,3383500
2020-10-13,76.42227172851562,76.47429294201291,76.37891630719554,76.40493352905271,4121100
2020-10-14,76.46562194824219,76.50030495991723,76.40492833158788,76.44827713485063,6966400
2020-10-15,76.42227172851562,76.50897595604728,76.38758871448127,76.46562714983571,3877900
2020-10-16,76.36161804199219,76.4830053470392,76.33560742164097,76.43965651815783,3424500
2020-10-19,76.2922134399414,76.32689645459416,76.23151981807625,76.30955825482211,5206600
2020-10-20,76.16214752197266,76.24018595229734,76.13613691690045,76.24018595229734,4652700
2020-10-21,76.075439453125,76.16214367068397,76.05810125565631,76.1274672757466,4115700
2020-10-22,75.9454116821289,76.07547137058779,75.92807347738598,76.0668055757716,5036700
2020-10-23,76.04072570800781,76.08408110681727,75.92801093225036,75.93668333503327,3237300
2020-10-26,76.15347290039062,76.22283891594559,76.12746229833435,76.13612808894823,4177000
2020-10-27,76.33555603027344,76.35289422713099,76.21416880694791,76.27486241861067,3293100
2020-10-28,76.23150634765625,76.37890417255318,76.20549574504003,76.37890417255318,4766400
2020-10-29,76.0667724609375,76.24885329946882,75.98873403579113,76.23150848716622,4200700
2020-10-30,75.93672943115234,76.0927997004591,75.86736339699176,76.02343366629852,9731400
2020-11-02,76.04183197021484,76.1113111869961,76.01576980907029,76.05051273072829,4021200
2020-11-03,76.0244140625,76.03310144461926,75.92887273878102,76.01572668038074,3985400
2020-11-04,76.54554748535156,76.59766515367869,76.43263801928342,76.4934364435557,5667400
2020-11-05,76.6237564086914,76.68455486131754,76.5282150364883,76.67586747478971,4128700
2020-11-06,76.45002746582031,76.49345776377592,76.36317349644222,76.44134670745568,3844500
2020-11-09,76.09392547607422,76.22420974558692,75.94627306300866,76.20683497550085,5712700
2020-11-10,75.94628143310547,76.04182279950892,75.90285112963701,75.937594047105,5169600
2020-11-11,75.99838256835938,76.00706995322503,75.89415382957085,75.94627151223166,3365700
2020-11-12,76.25028991699219,76.25028991699219,76.08526268050653,76.12869299322445,4178500
2020-11-13,76.27633666992188,76.32844773795391,76.25028113590585,76.28502405677207,3199500
2020-11-16,76.31974029541016,76.32842105269087,76.25025447797073,76.27631000287744,4059400
2020-11-17,76.45002746582031,76.47608962051353,76.36317349644222,76.39791640950007,5537500
2020-11-18,76.53689575195312,76.54557651118998,76.47609730462628,76.53689575195312,6089500
2020-11-19,76.6932373046875,76.72797359549125,76.5803211667066,76.61506408404426,6207000
2020-11-20,76.76270294189453,76.78876509519067,76.6497934504089,76.71059188836773,6611300
2020-11-23,76.701904296875,76.75402197679385,76.66716138577334,76.74533459238525,3506600
2020-11-24,76.6237564086914,76.71061039436668,76.60638163563574,76.69324224784536,4678800
2020-11-25,76.58900451660156,76.70191402209846,76.58031713109146,76.66717110659167,5282000
2020-11-27,76.7540283203125,76.76270907890581,76.67585510723978,76.68454249236636,2226300
2020-11-30,76.85824584960938,76.86693323421758,76.7366489712259,76.75402374044232,4729900
2020-12-01,76.62600708007812,76.79129481290893,76.55640875190626,76.78259999983386,7331400
2020-12-02,76.49545288085938,76.72164395434865,76.39975691273916,76.57374596172676,4631300
2020-12-03,76.64337158203125,76.72167132809219,76.55637702649841,76.66946928496517,3685300
2020-12-04,76.44329833984375,76.57378687768048,76.39109628744873,76.55639061838902,4880200
2020-12-07,76.54766082763672,76.61725911355377,76.52156312973229,76.53896601984047,4734800
2020-12-08,76.57376098632812,76.6955613092261,76.56506617825247,76.68685986389237,3737300
2020-12-09,76.44329833984375,76.48679230670255,76.39109628744873,76.46069459913521,5163900
2020-12-10,76.59989166259766,76.64338562970634,76.48679274614229,76.52159190218545,4731400
2020-12-11,76.7216796875,76.75647884095659,76.66078282826594,76.69558198172253,5317100
2020-12-14,76.6955795288086,76.72167723375141,76.56508436683491,76.65207892906415,5176800
2020-12-15,76.73038482666016,76.73908627551057,76.6433902499382,76.65209169878862,6539900
2020-12-16,76.652099609375,76.7216979328395,76.54770212417826,76.63469670987816,4186700
2020-12-17,76.66947937011719,76.81737743496267,76.59118625101667,76.75648057435336,4963600
2020-12-18,76.64337158203125,76.76516528722904,76.60857243236629,76.72167132809219,3472700
2020-12-21,76.652099609375,76.74779564482333,76.60859899789433,76.7216979328395,5364200
2020-12-22,76.77388000488281,76.78258145311794,76.63468338216182,76.68688543431233,4697300
2020-12-23,76.68746948242188,76.69619971815605,76.54781234754994,76.68746948242188,5643700
2020-12-24,76.8183822631836,76.8358360722254,76.74855370858135,76.80092179492429,1980900
2020-12-28,76.7922134399414,76.83585130080355,76.69620082313835,76.7572991557204,4706500
2020-12-29,76.8183822631836,76.85329654048472,76.73109989953953,76.76600751762317,4884800
2020-12-30,76.87078094482422,76.87951118242859,76.7922287840453,76.83586665362688,3609800
2020-12-31,76.97547912597656,76.99293293183138,76.88819011905368,76.90565058412476,6134900
2021-01-04,76.87078094482422,76.89696499841719,76.7922287840453,76.84459689123125,7568400
2021-01-05,76.73982238769531,76.84456521811536,76.65254002528731,76.82710475010332,6452700
2021-01-06,76.39942169189453,76.4692502502415,76.23358053062493,76.4692502502415,5933700
2021-01-07,76.24230194091797,76.30340025759558,76.22484813296026,76.25103217450537,6196100
2021-01-08,76.17247009277344,76.2772129136361,76.08518773832961,76.2772129136361,7688800
2021-01-11,76.09392547607422,76.15502379613223,76.02409692194581,76.15502379613223,5404300
2021-01-12,76.07649993896484,76.07649993896484,75.88447467335934,76.01539493698135,6078800
2021-01-13,76.27722930908203,76.3819721524587,76.12884860871208,76.17248646570536,7357100
2021-01-14,76.18122100830078,76.37324623573991,76.12012267768094,76.28596385759992,7191900
2021-01-15,76.24230194091797,76.31213049118297,76.18120362424037,76.23357170733058,4083600
2021-01-19,76.3470458984375,76.35577613215436,76.19866522133691,76.25976353892051,7636500
2021-01-20,76.33832550048828,76.37323978063702,76.28595740987419,76.30341122033954,5889500
2021-01-21,76.23358917236328,76.28596392666957,76.17249084168812,76.2248655959944,7890800
2021-01-22,76.26848602294922,76.30340029810024,76.20738770623917,76.2946767237253,4439800
2021-01-25,76.4430923461914,76.45181592455451,76.32961923526977,76.36453352638257,5126900
2021-01-26,76.434326171875,76.47797068005092,76.37322785595892,76.40814213065624,4608700
2021-01-27,76.434326171875,76.5477925702286,76.42559593839643,76.48669425431251,4248500
2021-01-28,76.37324523925781,76.43434356908048,76.29469309772232,76.4256133336148,4359300
2021-01-29,76.3121337890625,76.35577829966853,76.18993715042649,76.18993715042649,6088400
2021-02-01,76.33747100830078,76.38118500884165,76.25879381111126,76.2675312753634,5774700
2021-02-02,76.24131774902344,76.26754348561862,76.20634787695616,76.24131774902344,4554500
2021-02-03,76.11017608642578,76.20634155918309,76.11017608642578,76.18885995950929,4271700
2021-02-04,76.12767028808594,76.15389602455053,76.00527907137045,76.10144455162134,4652200
2021-02-05,76.02279663085938,76.17141365433466,76.01405249129488,76.12770629616064,4401300
2021-02-08,76.11017608642578,76.1626342250883,76.00527314874186,76.03149888316284,5571500
2021-02-09,76.07520294189453,76.1801125448822,76.0664654773441,76.11017280955708,4474000
2021-02-10,76.1976318359375,76.1976318359375,76.11894793420713,76.16266195403767,3735500
2021-02-11,76.11891174316406,76.22382133898387,76.07519774411752,76.19759560748388,4578200
2021-02-12,75.9178695678711,76.03152334669143,75.89164382501184,75.99655346627154,4825400
2021-02-16,75.55944061279297,75.69931346584762,75.54195900734467,75.68183186039933,6702200
2021-02-17,75.71680450439453,75.72554864234917,75.61189485840781,75.6905787603536,5217000
2021-02-18,75.67305755615234,75.70802742293117,75.55066635733651,75.60312449241479,4607000
2021-02-19,75.41081237792969,75.57691094930195,75.35835422976108,75.55942934646025,4011100
2021-02-22,75.20099639892578,75.4370414014068,75.18351479532299,75.34962004374874,4809400
2021-02-23,75.18351745605469,75.22723147134178,75.02615633877238,75.06987035405947,6475900
2021-02-24,75.13980865478516,75.17477853547696,74.8513188112676,74.90377029739393,5164600
2021-02-25,74.4841537475586,74.88630412347243,74.23937120209739,74.8338459567135,9956100
2021-02-26,75.13108825683594,75.13108825683594,74.57158337829254,74.80762178931192,8580200
2021-03-01,75.03386688232422,75.07764660767907,74.88502650387491,74.95507139250337,7152000
2021-03-02,75.02513122558594,75.04263911130639,74.94632904022004,74.99010877429549,5338800
2021-03-03,74.78870391845703,74.87625667464592,74.70990844184118,74.83248363647503,6022500
2021-03-04,74.55230712890625,74.84123722193054,74.46475437703893,74.81496538450823,9701800
2021-03-05,74.50853729248047,74.53480245353862,74.35093964628398,74.42098452900412,6871000
2021-03-08,74.16708374023438,74.42099145383514,74.16708374023438,74.38596900921624,5806700
2021-03-09,74.4122314453125,74.48227633198296,74.35970112023368,74.35970112023368,7671800
2021-03-10,74.55230712890625,74.60483744405728,74.45599709789815,74.48226225547367,5286700
2021-03-11,74.56106567382812,74.62235326916037,74.45599836189558,74.54355111524924,5510000
2021-03-12,74.11455535888672,74.20210813280825,74.0532677491568,74.19335085146155,5717100
2021-03-15,74.20211029052734,74.24589001868542,74.12331479566122,74.12331479566122,5012200
2021-03-16,74.19335174560547,74.28966180203437,74.12331353353326,74.24588875447031,6159100
2021-03-17,74.16708374023438,74.24588591058897,73.93069058886721,74.0707736874945,7370600
2021-03-18,73.86064147949219,73.95695152672926,73.73806627025373,73.80811115548939,4905200
2021-03-19,73.92193603515625,74.30717626032953,73.80811809583166,74.24588864994728,4969200
2021-03-22,74.13206481933594,74.16708726561956,74.0270041603337,74.09704237305232,4748300
2021-03-23,74.29840850830078,74.31591638886472,74.14081086383484,74.30716578850655,5148600
2021-03-24,74.4122314453125,74.42098872610832,74.19334618435336,74.210860745945,5148200
2021-03-25,74.35969543457031,74.47351335682106,74.27214267285069,74.44724819628993,3876300
2021-03-26,74.22836303710938,74.35093823962679,74.18458999612318,74.2108551566844,3376200
2021-03-29,74.13206481933594,74.2721546044704,74.05326932508426,74.24588943971985,3775500
2021-03-30,74.21086120605469,74.21961180705671,73.99197594373845,74.04450626914296,4769200
2021-03-31,74.17581939697266,74.28963729891666,74.09701724959116,74.2108418313815,6949300
2021-04-01,74.41451263427734,74.44960792660181,74.30042950165453,74.3969582930956,4780200
2021-04-05,74.3004379272461,74.3355399185706,74.19513864829284,74.25656545935567,8200600
